Record,Claim Type,Claim Name,Points,Bettor,Bettor_Name,Created Time,Team,Team_Name,Week,Week Name,Team 1 Score,Team 2 Score,Team 3 Score,Weight Points,Current Week Weight,Current Week Run,Current Week Sport,Current Week Exercise,Current Week Food,Current Week Booze,Current Week Walking,Current Week Score,W1 Score,W2 Score,W3 Score,W4 Score,W5 Score,W6 Score,W7 Score,W8 Score,W9 Score,W10 Score,W11 Score,W12 Score,W13 Score,W14 Score,W15 Score,Current Week,Created,Icon
12762,Food,Food,4,Bobby,Bobby,8/27/2022,Team 1,Team 1,Week 7,Week 7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",1️⃣
12763,Sport,Sport,3,Brent,Brent,8/27/2022,Team 3,Team 3,Week 7,Week 7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",3️⃣
12764,Walking,Walking,1,Brent,Brent,8/27/2022,Team 3,Team 3,Week 7,Week 7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",3️⃣
12765,Food,Food,4,Ginn,Ginn,8/27/2022,Team 2,Team 2,Week 7,Week 7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",2️⃣
12766,Food,Food,4,Ginn,Ginn,8/27/2022,Team 2,Team 2,Week 7,Week 7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",2️⃣
12767,Food,Food,-6,Ginn,Ginn,8/27/2022,Team 2,Team 2,Week 7,Week 7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",2️⃣
12768,Booze,Booze,2,Ginn,Ginn,8/27/2022,Team 2,Team 2,Week 7,Week 7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",2️⃣
12769,Booze,Booze,2,Oki,Oki,8/27/2022,Team 3,Team 3,Week 7,Week 7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",3️⃣
12770,Walking,Walking,3,Weech,Weech,8/27/2022,Team 1,Team 1,Week 7,Week 7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",1️⃣
12771,Walking,Walking,1,Ty,Ty,8/27/2022,Team 2,Team 2,Week 7,Week 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",2️⃣
12772,Walking,Walking,1,Sooper,Sooper,8/27/2022,Team 2,Team 2,Week 7,Week 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",2️⃣
12773,Run,Run,22,Bobby,Bobby,8/27/2022,Team 1,Team 1,Week 7,Week 7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",1️⃣
12774,Exercise,Exercise,3,Bobby,Bobby,8/27/2022,Team 1,Team 1,Week 7,Week 7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",1️⃣
12775,Exercise,Exercise,7,Brent,Brent,8/27/2022,Team 3,Team 3,Week 7,Week 7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",3️⃣
12776,Exercise,Exercise,9,Ginn,Ginn,8/27/2022,Team 2,Team 2,Week 7,Week 7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",2️⃣
12777,Walking,Walking,2,Bobby,Bobby,8/27/2022,Team 1,Team 1,Week 7,Week 7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",1️⃣
12778,Booze,Booze,2,Ginn,Ginn,8/27/2022,Team 2,Team 2,Week 7,Week 7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 27, 2022",2️⃣
12779,Walking,Walking,1,Ty,Ty,8/28/2022,Team 2,Team 2,Week 7,Week 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",2️⃣
12780,Walking,Walking,1,Sooper,Sooper,8/28/2022,Team 2,Team 2,Week 7,Week 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",2️⃣
12781,Walking,Walking,1,Brent,Brent,8/28/2022,Team 3,Team 3,Week 7,Week 7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",3️⃣
12782,Exercise,Exercise,9,Ginn,Ginn,8/28/2022,Team 2,Team 2,Week 7,Week 7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",2️⃣
12783,Run,Run,10,Ty,Ty,8/28/2022,Team 2,Team 2,Week 7,Week 7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",2️⃣
12784,Exercise,Exercise,10,Brent,Brent,8/28/2022,Team 3,Team 3,Week 7,Week 7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",3️⃣
12785,Food,Food,4,Brent,Brent,8/28/2022,Team 3,Team 3,Week 7,Week 7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",3️⃣
12786,Walking,Walking,3,Brent,Brent,8/28/2022,Team 3,Team 3,Week 7,Week 7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",3️⃣
12787,Booze,Booze,2,Brent,Brent,8/28/2022,Team 3,Team 3,Week 7,Week 7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",3️⃣
12788,Walking,Walking,1,Sooper,Sooper,8/28/2022,Team 2,Team 2,Week 7,Week 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",2️⃣
12789,Walking,Walking,1,Weech,Weech,8/28/2022,Team 1,Team 1,Week 7,Week 7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",1️⃣
12790,Sport,Sport,3,Weech,Weech,8/28/2022,Team 1,Team 1,Week 7,Week 7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",1️⃣
12791,Exercise,Exercise,6,Oki,Oki,8/28/2022,Team 3,Team 3,Week 7,Week 7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",3️⃣
12792,Food,Food,4,Bill,Bill,8/28/2022,Team 3,Team 3,Week 7,Week 7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",3️⃣
12793,Booze,Booze,2,Bill,Bill,8/28/2022,Team 3,Team 3,Week 7,Week 7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",3️⃣
12794,Booze,Booze,2,Ginn,Ginn,8/28/2022,Team 2,Team 2,Week 7,Week 7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",2️⃣
12795,Food,Food,4,Ginn,Ginn,8/28/2022,Team 2,Team 2,Week 7,Week 7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",2️⃣
12796,Food,Food,4,Bobby,Bobby,8/28/2022,Team 1,Team 1,Week 7,Week 7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",1️⃣
12797,Booze,Booze,2,CSlats,CSlats,8/28/2022,Team 1,Team 1,Week 7,Week 7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",1️⃣
12798,Food,Food,2,CSlats,CSlats,8/28/2022,Team 1,Team 1,Week 7,Week 7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",1️⃣
12799,Exercise,Exercise,6,CSlats,CSlats,8/28/2022,Team 1,Team 1,Week 7,Week 7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",1️⃣
12800,Walking,Walking,2,Ty,Ty,8/28/2022,Team 2,Team 2,Week 7,Week 7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",2️⃣
12801,Food,Food,2,Ty,Ty,8/28/2022,Team 2,Team 2,Week 7,Week 7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",2️⃣
12802,Booze,Booze,2,Ty,Ty,8/28/2022,Team 2,Team 2,Week 7,Week 7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 28, 2022",2️⃣
12803,Weight,Weight,12,Weech,Weech,8/29/2022,Team 1,Team 1,Week 7,Week 7,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",1️⃣
12804,Weight,Weight,10,Bobby,Bobby,8/29/2022,Team 1,Team 1,Week 7,Week 7,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",1️⃣
12805,Weight,Weight,-9,Brent,Brent,8/29/2022,Team 3,Team 3,Week 7,Week 7,0,0,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12806,Weight,Weight,-14,Bill,Bill,8/29/2022,Team 3,Team 3,Week 7,Week 7,0,0,-14,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12807,Weight,Weight,19,Sooper,Sooper,8/29/2022,Team 2,Team 2,Week 7,Week 7,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",2️⃣
12808,Weight,Weight,0,Oki,Oki,8/29/2022,Team 3,Team 3,Week 7,Week 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12809,Weight,Weight,1,CSlats,CSlats,8/29/2022,Team 1,Team 1,Week 7,Week 7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",1️⃣
12810,Weight,Weight,2,Ty,Ty,8/29/2022,Team 2,Team 2,Week 7,Week 7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",2️⃣
12811,Weight,Weight,6,Ginn,Ginn,8/29/2022,Team 2,Team 2,Week 7,Week 7,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",2️⃣
12812,Weight,Weight,10,Bill,Bill,8/29/2022,Team 3,Team 3,Week 7,Week 7,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12813,Run,Run,2,Oki,Oki,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12814,Exercise,Exercise,4,Oki,Oki,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12815,Exercise,Exercise,6,Brent,Brent,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12816,Food,Food,4,Brent,Brent,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12817,Booze,Booze,2,Brent,Brent,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12818,Walking,Walking,1,Brent,Brent,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12819,Run,Run,6,Bill,Bill,8/29/2022,Team 3,Team 3,Week 7,Week 7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12820,Food,Food,4,Bill,Bill,8/29/2022,Team 3,Team 3,Week 7,Week 7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12821,Booze,Booze,2,Bill,Bill,8/29/2022,Team 3,Team 3,Week 7,Week 7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12822,Food,Food,-6,Bill,Bill,8/29/2022,Team 3,Team 3,Week 7,Week 7,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12823,Run,Run,-6,Bill,Bill,8/29/2022,Team 3,Team 3,Week 7,Week 7,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12824,Run,Run,6,Bill,Bill,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12825,Food,Food,4,Bill,Bill,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12826,Booze,Booze,2,Bill,Bill,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12827,Food,Food,2,Oki,Oki,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12828,Booze,Booze,2,Oki,Oki,8/29/2022,Team 3,Team 3,Week 8,Week 8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 29, 2022",3️⃣
12829,Booze,Booze,2,CSlats,CSlats,8/29/2022,Team 1,Team 1,Week 8,Week 8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 29, 2022",1️⃣
12830,Exercise,Exercise,10,CSlats,CSlats,8/29/2022,Team 1,Team 1,Week 8,Week 8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,Week 9,"August 29, 2022",1️⃣
12831,Booze,Booze,2,Ginn,Ginn,8/29/2022,Team 2,Team 2,Week 7,Week 7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",2️⃣
12832,Booze,Booze,-2,Ginn,Ginn,8/29/2022,Team 2,Team 2,Week 7,Week 7,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,Week 9,"August 29, 2022",2️⃣
12833,Booze,Booze,2,Ginn,Ginn,8/29/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 29, 2022",2️⃣
12834,Booze,Booze,2,Sooper,Sooper,8/30/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12835,Walking,Walking,1,Ty,Ty,8/30/2022,Team 2,Team 2,Week 7,Week 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12836,Booze,Booze,2,Ty,Ty,8/30/2022,Team 2,Team 2,Week 7,Week 7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12837,Food,Food,2,Ty,Ty,8/30/2022,Team 2,Team 2,Week 7,Week 7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12838,Walking,Walking,-1,Ty,Ty,8/30/2022,Team 2,Team 2,Week 7,Week 7,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12839,Food,Food,-2,Ty,Ty,8/30/2022,Team 2,Team 2,Week 7,Week 7,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12840,Booze,Booze,-2,Ty,Ty,8/30/2022,Team 2,Team 2,Week 7,Week 7,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12841,Walking,Walking,1,Ty,Ty,8/30/2022,Team 2,Team 2,Week 8,Week 8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12842,Booze,Booze,2,Ty,Ty,8/30/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12843,Walking,Walking,1,Weech,Weech,8/30/2022,Team 1,Team 1,Week 7,Week 7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Week 9,"August 30, 2022",1️⃣
12844,Walking,Walking,-1,Weech,Weech,8/30/2022,Team 1,Team 1,Week 7,Week 7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Week 9,"August 30, 2022",1️⃣
12845,Walking,Walking,1,Weech,Weech,8/30/2022,Team 1,Team 1,Week 8,Week 8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Week 9,"August 30, 2022",1️⃣
12846,Run,Run,11,Bobby,Bobby,8/30/2022,Team 1,Team 1,Week 8,Week 8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,Week 9,"August 30, 2022",1️⃣
12847,Exercise,Exercise,4,Oki,Oki,8/30/2022,Team 3,Team 3,Week 8,Week 8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Week 9,"August 30, 2022",3️⃣
12848,Exercise,Exercise,9,Brent,Brent,8/30/2022,Team 3,Team 3,Week 8,Week 8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,Week 9,"August 30, 2022",3️⃣
12849,Food,Food,4,Brent,Brent,8/30/2022,Team 3,Team 3,Week 8,Week 8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Week 9,"August 30, 2022",3️⃣
12850,Run,Run,12,Ty,Ty,8/30/2022,Team 2,Team 2,Week 8,Week 8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12851,Booze,Booze,2,Ginn,Ginn,8/30/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12852,Booze,Booze,2,Sooper,Sooper,8/30/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 30, 2022",2️⃣
12853,Booze,Booze,2,Oki,Oki,8/30/2022,Team 3,Team 3,Week 8,Week 8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 30, 2022",3️⃣
12854,Booze,Booze,2,Bill,Bill,8/30/2022,Team 3,Team 3,Week 8,Week 8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 30, 2022",3️⃣
12855,Food,Food,2,Ty,Ty,8/31/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 31, 2022",2️⃣
12856,Booze,Booze,2,Ty,Ty,8/31/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 31, 2022",2️⃣
12857,Walking,Walking,2,Ty,Ty,8/31/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 31, 2022",2️⃣
12858,Walking,Walking,1,Weech,Weech,8/31/2022,Team 1,Team 1,Week 8,Week 8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Week 9,"August 31, 2022",1️⃣
12859,Sport,Sport,3,Brent,Brent,8/31/2022,Team 3,Team 3,Week 8,Week 8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Week 9,"August 31, 2022",3️⃣
12860,Exercise,Exercise,6,Oki,Oki,8/31/2022,Team 3,Team 3,Week 8,Week 8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Week 9,"August 31, 2022",3️⃣
12861,Food,Food,4,Brent,Brent,8/31/2022,Team 3,Team 3,Week 8,Week 8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Week 9,"August 31, 2022",3️⃣
12862,Exercise,Exercise,8,Bill,Bill,8/31/2022,Team 3,Team 3,Week 8,Week 8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Week 9,"August 31, 2022",3️⃣
12863,Booze,Booze,2,Bill,Bill,8/31/2022,Team 3,Team 3,Week 8,Week 8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 31, 2022",3️⃣
12864,Booze,Booze,2,Ginn,Ginn,8/31/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 31, 2022",2️⃣
12865,Food,Food,4,Oki,Oki,8/31/2022,Team 3,Team 3,Week 8,Week 8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Week 9,"August 31, 2022",3️⃣
12866,Booze,Booze,2,Oki,Oki,8/31/2022,Team 3,Team 3,Week 8,Week 8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 31, 2022",3️⃣
12867,Sport,Sport,3,Sooper,Sooper,8/31/2022,Team 2,Team 2,Week 8,Week 8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Week 9,"August 31, 2022",2️⃣
12868,Food,Food,2,Sooper,Sooper,8/31/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"August 31, 2022",2️⃣
12869,Food,Food,2,Ty,Ty,9/1/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"September 1, 2022",2️⃣
12870,Booze,Booze,2,Ty,Ty,9/1/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"September 1, 2022",2️⃣
12871,Walking,Walking,2,Ty,Ty,9/1/2022,Team 2,Team 2,Week 8,Week 8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Week 9,"September 1, 2022",2️⃣
12872,Walking,Walking,1,Weech,Weech,9/1/2022,Team 1,Team 1,Week 8,Week 8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Week 9,"September 1, 2022",1️⃣
12873,Exercise,Exercise,6,Brent,Brent,9/1/2022,Team 3,Team 3,Week 8,Week 8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Week 9,"September 1, 2022",3️⃣
